Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#73402,"Drillers and blasters - surface mining, quarrying and construction",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#74100,"Mail and parcel sorters and related occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74101,"Letter carriers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74102,"Couriers and messengers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74200,"Railway yard and track maintenance workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74201,"Water transport deck and engine room crew",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74202,"Air transport ramp attendants",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74203,"Automotive and heavy truck and equipment parts installers and servicers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74204,"Utility maintenance workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#74205,"Public works maintenance equipment operators and related workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#75100,"Longshore workers",5,"Short work demonstration and no formal educational requirements"
#75101,"Material handlers",5,"Short work demonstration and no formal educational requirements"
#75110,"Construction trades helpers and labourers",5,"Short work demonstration and no formal educational requirements"
#75119,"Other trades helpers and labourers",5,"Short work demonstration and no formal educational requirements"
#75200,"Taxi and limousine drivers and chauffeurs",5,"Short work demonstration and no formal educational requirements"
#75201,"Delivery service drivers and door-to-door distributors",5,"Short work demonstration and no formal educational requirements"
#75210,"Boat and cable ferry operators and related occupations",5,"Short work demonstration and no formal educational requirements"
#75211,"Railway and motor transport labourers",5,"Short work demonstration and no formal educational requirements"
#75212,"Public works and maintenance labourers",5,"Short work demonstration and no formal educational requirements"
#80010,"Managers in natural resources production and fishing",0,"Management responsibilities"
#80020,"Managers in agriculture",0,"Management responsibilities"
#80021,"Managers in horticulture",0,"Management responsibilities"
#80022,"Managers in aquaculture",0,"Management responsibilities"
#82010,"Supervisors, logging and forestry",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#82020,"Supervisors, mining and quarrying",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#82021,"Contractors and supervisors, oil and gas drilling and services",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#82030,"Agricultural service contractors and farm supervisors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#83100,"Underground production and development miners",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#83101,"Oil and gas well drillers, servicers, testers and related workers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#83110,"Logging machinery operators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#83120,"Fishing masters and officers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#83121,Fishermen/women,3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#84100,"Underground mine service and support workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#84101,"Oil and gas well drilling and related workers and services operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#84110,"Chain saw and skidder operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#84111,"Silviculture and forestry workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#84120,"Specialized livestock workers and farm machinery operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#84121,"Fishing vessel deckhands",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#85100,"Livestock labourers",5,"Short work demonstration and no formal educational requirements"
#85101,"Harvesting labourers",5,"Short work demonstration and no formal educational requirements"
#85102,"Aquaculture and marine harvest labourers",5,"Short work demonstration and no formal educational requirements"
#85103,"Nursery and greenhouse labourers",5,"Short work demonstration and no formal educational requirements"
#85104,"Trappers and hunters",5,"Short work demonstration and no formal educational requirements"
#85110,"Mine labourers",5,"Short work demonstration and no formal educational requirements"
#85111,"Oil and gas drilling, servicing and related labourers",5,"Short work demonstration and no formal educational requirements"
#85120,"Logging and forestry labourers",5,"Short work demonstration and no formal educational requirements"
#85121,"Landscaping and grounds maintenance labourers",5,"Short work demonstration and no formal educational requirements"
#90010,"Manufacturing managers",0,"Management responsibilities"
#90011,"Utilities managers",0,"Management responsibilities"
#92010,"Supervisors, mineral and metal processing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92011,"Supervisors, petroleum, gas and chemical processing and utilities",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92012,"Supervisors, food and beverage processing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92013,"Supervisors, plastic and rubber products manufacturing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92014,"Supervisors, forest products processing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92015,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92020,"Supervisors, motor vehicle assembling",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92021,"Supervisors, electronics and electrical products manufacturing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92022,"Supervisors, furniture and fixtures manufacturing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92023,"Supervisors, other mechanical and metal products manufacturing",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92024,"Supervisors, other products manufacturing and assembly",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92100,"Power engineers and power systems operators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#92101,"Water and waste treatment plant operators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#93100,"Central control and process operators, mineral and metal processing",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#93101,"Central control and process operators, petroleum, gas and chemical processing",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#93102,"Pulping, papermaking and coating control operators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#93200,"Aircraft assemblers and aircraft assembly inspectors",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#94100,"Machine operators, mineral and metal processing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94101,"Foundry workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94102,"Glass forming and finishing machine operators and glass cutters",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94103,"Concrete, clay and stone forming operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94104,"Inspectors and testers, mineral and metal processing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94105,"Metalworking and forging machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94106,"Machining tool operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94107,"Machine operators of other metal products",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94110,"Chemical plant machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94111,"Plastics processing machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94112,"Rubber processing machine operators and related workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94120,"Sawmill machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94121,"Pulp mill, papermaking and finishing machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94122,"Paper converting machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94123,"Lumber graders and other wood processing inspectors and graders",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94124,"Woodworking machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94129,"Other wood processing machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94130,"Textile fibre and yarn, hide and pelt processing machine operators and workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94131,"Weavers, knitters and other fabric making occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94132,"Industrial sewing machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94133,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94140,"Process control and machine operators, food and beverage processing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94141,"Industrial butchers and meat cutters, poultry preparers and related workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94142,"Fish and seafood plant workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94143,"Testers and graders, food and beverage processing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94150,"Plateless printing equipment operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94151,"Camera, platemaking and other prepress occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94152,"Binding and finishing machine operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94153,"Photographic and film processors",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94200,"Motor vehicle assemblers, inspectors and testers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94201,"Electronics assemblers, fabricators, inspectors and testers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94202,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94203,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94204,"Mechanical assemblers and inspectors",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94205,"Machine operators and inspectors, electrical apparatus manufacturing",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94210,"Furniture and fixture assemblers, finishers, refinishers and inspectors",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94211,"Assemblers and inspectors of other wood products",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94212,"Plastic products assemblers, finishers and inspectors",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94213,"Industrial painters, coaters and metal finishing process operators",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#94219,"Other products assemblers, finishers and inspectors",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#95100,"Labourers in mineral and metal processing",5,"Short work demonstration and no formal educational requirements"
#95101,"Labourers in metal fabrication",5,"Short work demonstration and no formal educational requirements"
#95102,"Labourers in chemical products processing and utilities",5,"Short work demonstration and no formal educational requirements"
#95103,"Labourers in wood, pulp and paper processing",5,"Short work demonstration and no formal educational requirements"
#95104,"Labourers in rubber and plastic products manufacturing",5,"Short work demonstration and no formal educational requirements"
#95105,"Labourers in textile processing and cutting",5,"Short work demonstration and no formal educational requirements"
#95106,"Labourers in food and beverage processing",5,"Short work demonstration and no formal educational requirements"
#95107,"Labourers in fish and seafood processing",5,"Short work demonstration and no formal educational requirements"
#95109,"Other labourers in processing, manufacturing and utilities",5,"Short work demonstration and no formal educational requirements"
