Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#12113,"Statistical officers and related research support occupations",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#12200,"Accounting technicians and bookkeepers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#12201,"Insurance adjusters and claims examiners",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#12202,"Insurance underwriters",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#12203,"Assessors, business valuators and appraisers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#13100,"Administrative officers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13101,"Property administrators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13102,"Payroll administrators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13110,"Administrative assistants",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13111,"Legal administrative assistants",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13112,"Medical administrative assistants",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13200,"Customs, ship and other brokers",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#13201,"Production and transportation logistics coordinators",3,"Completion of a post-secondary education program of less than two years at community college, institute of technology or CÉGEP; or
Completion of an apprenticeship training program of less than two years; or
More than six months of on-the-job training, training courses or specific work experience with some secondary school education; or 
Several years of experience in a related occupation from TEER category 4 (when applicable)."
#14100,"General office support workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14101,Receptionists,4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14102,"Personnel clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14103,"Court clerks and related court services occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14110,"Survey interviewers and statistical clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14111,"Data entry clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14112,"Desktop publishing operators and related occupations",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14200,"Accounting and related clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14201,"Banking, insurance and other financial clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14202,"Collection clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14300,"Library assistants and clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14301,"Correspondence, publication and regulatory clerks",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14400,"Shippers and receivers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14401,"Storekeepers and partspersons",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14402,"Production logistics workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14403,"Purchasing and inventory control workers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14404,Dispatchers,4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#14405,"Transportation route and crew schedulers",4,"Completion of secondary school; or
Several weeks of on-the-job training with some secondary school education; or
Experience in a related occupation from TEER category 5 (when applicable)."
#20010,"Engineering managers",0,"Management responsibilities"
#20011,"Architecture and science managers",0,"Management responsibilities"
#20012,"Computer and information systems managers",0,"Management responsibilities"
#21100,"Physicists and astronomers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21101,Chemists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21102,"Geoscientists and oceanographers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21103,"Meteorologists and climatologists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21109,"Other professional occupations in physical sciences",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21110,"Biologists and related scientists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21111,"Forestry professionals",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21112,"Agricultural representatives, consultants and specialists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21120,"Public and environmental health and safety professionals",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21200,Architects,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21201,"Landscape architects",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21202,"Urban and land use planners",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21203,"Land surveyors",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21210,"Mathematicians, statisticians and actuaries",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21211,"Data scientists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21220,"Cybersecurity specialists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21221,"Business systems specialists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21222,"Information systems specialists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21223,"Database analysts and data administrators",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21230,"Computer systems developers and programmers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21231,"Software engineers and designers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21232,"Software developers and programmers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21233,"Web designers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21234,"Web developers and programmers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21300,"Civil engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21301,"Mechanical engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21310,"Electrical and electronics engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21311,"Computer engineers (except software engineers and designers)",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21320,"Chemical engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21321,"Industrial and manufacturing engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21322,"Metallurgical and materials engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21330,"Mining engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21331,"Geological engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21332,"Petroleum engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21390,"Aerospace engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#21399,"Other professional engineers",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#22100,"Chemical technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22101,"Geological and mineral technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22110,"Biological technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22111,"Agricultural and fish products inspectors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22112,"Forestry technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22113,"Conservation and fishery officers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22114,"Landscape and horticulture technicians and specialists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22210,"Architectural technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22211,"Industrial designers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22212,"Drafting technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22213,"Land survey technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22214,"Technical occupations in geomatics and meteorology",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22220,"Computer network and web technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22221,"User support technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22222,"Information systems testing technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22230,"Non-destructive testers and inspectors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22231,"Engineering inspectors and regulatory officers",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22232,"Occupational health and safety specialists",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22233,"Construction inspectors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22300,"Civil engineering technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22301,"Mechanical engineering technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22302,"Industrial engineering and manufacturing technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22303,"Construction estimators",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22310,"Electrical and electronics engineering technologists and technicians",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22311,"Electronic service technicians (household and business equipment)",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22312,"Industrial instrument technicians and mechanics",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",2,"Completion of a post-secondary education program of two to three years at community college, institute of technology, or CÉGEP; or
Completion of an apprenticeship training program of two to five years; or
Occupations with supervisory or significant safety (e.g. police officers and firefighters) responsibilities; or
Several years of experience in a related occupation from TEER category 3 (when applicable)."
#30010,"Managers in health care",0,"Management responsibilities"
#31100,"Specialists in clinical and laboratory medicine",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31101,"Specialists in surgery",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31102,"General practitioners and family physicians",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31103,Veterinarians,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31110,Dentists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31111,Optometrists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31112,"Audiologists and speech-language pathologists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31120,Pharmacists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31121,"Dietitians and nutritionists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31200,Psychologists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31201,Chiropractors,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31202,Physiotherapists,1,"Completion of a university degree (bachelor's, master's, or doctorate); or
Previous experience and expertise in subject matter knowledge from a related occupation found in TEER category 2 (when applicable)."
#31203,"Occupational therapists",1,"Completion of a university degree (bachelor's, master's, or doctorate); or
